sampler_id,status,runtime_seconds,occupancy_mae,occupancy_rmse,fleet_tv,tv_excess_vs_iid,support_coverage,unexpected_sample_mass,backtrack_count,failure,runtime_penalty_rank,tv_excess_rank
constrained-backtracking-v1,ok,0.11875929999223445,0.024810708838486614,0.035847100001951765,0.1546925296925297,0.005948912198912194,0.9283355533355535,0.0,0.0,,1.0,0.0
constrained-backtracking-short-v1,ok,0.14154089998919517,0.024810708838486614,0.035847100001951765,0.1546925296925297,0.005948912198912194,0.9283355533355535,0.0,0.0,,1.1918300292983404,0.0
importance-v1,ok,0.4548077000072226,0.024083298388853945,0.034335676014278026,0.14696877196877198,-0.0017748455248455303,0.9410450660450661,0.0,0.0,,3.829659656439218,-0.007723757723757724
mcmc-v1,failed,0.3734334000037052,,,,,,,,constrained sampler emitted a fleet outside exact support,,
